|cell_zid|geometry|adm_zid|adm_name|okrug_name|sub_ter|okrug_id|area|customers_cnt_home|customers_cnt_job|customers_cnt_day|customers_cnt_move|served|blocked|predicted
663|44456|POLYGON ((37.03990578555388 55.26608447113138, 37.03985386654973 55.27057613866735, 37.04772095784768 55.27060553152174, 37.04777198927628 55.26611385854559, 37.03990578555388 55.26608447113138))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|14|0|8|0|0|0|0.09418282548476449
664|44457|POLYGON ((37.04777198927628 55.26611385854559, 37.04772095784768 55.27060553152174, 37.05558806342553 55.27063441861291, 37.0556382072668 55.26614274082915, 37.04777198927628 55.26611385854559))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|2|3|1|0|0|0.7119113573407202
665|44458|POLYGON ((37.0556382072668 55.26614274082915, 37.05558806342553 55.27063441861291, 37.0634551830474 55.27066279884239, 37.06350443929595 55.26617111633539, 37.0556382072668 55.26614274082915))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|21|4|15|0|0|0|0.10249307479224372
666|44459|POLYGON ((37.06350443929595 55.26617111633539, 37.0634551830474 55.27066279884239, 37.07132231646469 55.27069067220828, 37.07137068511528 55.26619898506235, 37.06350443929595 55.26617111633539))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|2|5|0|0|0|0.10526315789473681
667|44460|POLYGON ((37.07137068511528 55.26619898506235, 37.07132231646469 55.27069067220828, 37.07918946342885 55.27071803870863, 37.07923694639649 55.26622634701474, 37.07137068511528 55.26619898506235))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|28|3|17|2|0|0|0.9806094182825484
668|44461|POLYGON ((37.07923694639649 55.26622634701474, 37.07918946342885 55.27071803870863, 37.08705662369132 55.27074489834157, 37.08710321905072 55.26625320217735, 37.07923694639649 55.26622634701474))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|6|8|0|0|0|0.10249307479224372
669|44462|POLYGON ((37.08710321905072 55.26625320217735, 37.08705662369132 55.27074489834157, 37.09492379700349 55.27077125110526, 37.09496950570979 55.26627955055825, 37.08710321905072 55.26625320217735))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|13|13|26|0|0|0|0.10249307479224372
670|44463|POLYGON ((37.09496950570979 55.26627955055825, 37.09492379700349 55.27077125110526, 37.10279098312773 55.27079709590144, 37.10283580421593 55.26630539105274, 37.09496950570979 55.26627955055825))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|17|6|14|0|0|0|0.10249307479224372
671|44464|POLYGON ((37.10283580421593 55.26630539105274, 37.10279098312773 55.27079709590144, 37.1106581817934 55.27082243492124, 37.1107021152587 55.26633072585523, 37.10283580421593 55.26630539105274))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|25|33|45|0|0|0|0.10249307479224372
672|44465|POLYGON ((37.1107021152587 55.26633072585523, 37.1106581817934 55.27082243492124, 37.11852539372323 55.27084726706952, 37.11856843668049 55.26635555386149, 37.1107021152587 55.26633072585523))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|14|10|16|0|0|0|0.10249307479224372
673|44466|POLYGON ((37.11856843668049 55.26635555386149, 37.11852539372323 55.27084726706952, 37.12639261675339 55.27087159179022, 37.12643477207843 55.26637987453375, 37.11856843668049 55.26635555386149))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|14|19|1|0|0|0.5484764542936289
674|44467|POLYGON ((37.12643477207843 55.26637987453375, 37.12639261675339 55.27087159179022, 37.13425985158508 55.2708954101812, 37.1343011192734 55.26640368896067, 37.12643477207843 55.26637987453375))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|13|7|12|0|0|0|0.10249307479224372
675|44468|POLYGON ((37.1343011192734 55.26640368896067, 37.13425985158508 55.2708954101812, 37.14212709797497 55.27091872169263, 37.14216747802215 55.26642699659234, 37.1343011192734 55.26640368896067))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|17|3|11|0|0|0|0.10249307479224372
676|44993|POLYGON ((36.98478464861525 55.27035618966192, 36.98472649943714 55.27484781886641, 36.99259437150486 55.27488076626042, 36.99265163289321 55.27038913157226, 36.98478464861525 55.27035618966192))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|4|9|0|0|0|0.10249307479224372
677|44994|POLYGON ((36.99265163289321 55.27038913157226, 36.99259437150486 55.27488076626042, 37.00046225961117 55.27491320672519, 37.00051863320364 55.27042156663771, 36.99265163289321 55.27038913157226))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|7|2|5|0|0|0|0.11357340720221604
678|44995|POLYGON ((37.00051863320364 55.27042156663771, 37.00046225961117 55.27491320672519, 37.00833016352774 55.27494513861383, 37.00838564930474 55.27045349430787, 37.00051863320364 55.27042156663771))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|3|5|0|0|0|0.10526315789473681
679|44996|POLYGON ((37.00838564930474 55.27045349430787, 37.00833016352774 55.27494513861383, 37.01619808296496 55.27497656521354, 37.01625268093432 55.27048491567699, 37.00838564930474 55.27045349430787))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|8|2|7|0|0|0|0.11634349030470911
680|44997|POLYGON ((37.01625268093432 55.27048491567699, 37.01619808296496 55.27497656521354, 37.02406601769484 55.27500748487743, 37.02411972785073 55.27051583019468, 37.01625268093432 55.27048491567699))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|3|6|0|0|0|0.10526315789473681
681|44998|POLYGON ((37.02411972785073 55.27051583019468, 37.02406601769484 55.27500748487743, 37.03193396842903 55.27503789760712, 37.03198678980538 55.27054623785882, 37.02411972785073 55.27051583019468))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|2|4|0|0|0|0.2437673130193907
682|44999|POLYGON ((37.03198678980538 55.27054623785882, 37.03193396842903 55.27503789760712, 37.03980193299825 55.27506780339308, 37.03985386654973 55.27057613866735, 37.03198678980538 55.27054623785882))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|16|0|9|1|0|0|0.7119113573407202
683|45000|POLYGON ((37.03985386654973 55.27057613866735, 37.03980193299825 55.27506780339308, 37.04766991212666 55.27509720114053, 37.04772095784768 55.27060553152174, 37.03985386654973 55.27057613866735))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|10|0|5|1|0|0|0.6371191135734071
684|45001|POLYGON ((37.04772095784768 55.27060553152174, 37.04766991212666 55.27509720114053, 37.05553790554041 55.27512609304038, 37.05558806342553 55.27063441861291, 37.04772095784768 55.27060553152174))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|2|6|1|0|0|0.7839335180055402
685|45002|POLYGON ((37.05558806342553 55.27063441861291, 37.05553790554041 55.27512609304038, 37.06340591300354 55.27515447799421, 37.0634551830474 55.27066279884239, 37.05558806342553 55.27063441861291))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|4|8|9|0|0|0|0.08864265927977834
686|45003|POLYGON ((37.0634551830474 55.27066279884239, 37.06340591300354 55.27515447799421, 37.07127393427328 55.27518235545178, 37.07132231646469 55.27069067220828, 37.0634551830474 55.27066279884239))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|3|3|6|0|0|0|0.08864265927977834
687|45004|POLYGON ((37.07132231646469 55.27069067220828, 37.07127393427328 55.27518235545178, 37.07914196908906 55.27520972650773, 37.07918946342885 55.27071803870863, 37.07132231646469 55.27069067220828))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|4|3|5|1|0|0|0.7119113573407202
688|45005|POLYGON ((37.07918946342885 55.27071803870863, 37.07914196908906 55.27520972650773, 37.08701001720822 55.27523659061187, 37.08705662369132 55.27074489834157, 37.07918946342885 55.27071803870863))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|23|31|0|0|0|0.10249307479224372
689|45006|POLYGON ((37.08705662369132 55.27074489834157, 37.08701001720822 55.27523659061187, 37.09487807838208 55.2752629477624, 37.09492379700349 55.27077125110526, 37.08705662369132 55.27074489834157))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|11|15|1|0|0|0.5927977839335182
690|45007|POLYGON ((37.09492379700349 55.27077125110526, 37.09487807838208 55.2752629477624, 37.10274615236197 55.27528879795751, 37.10279098312773 55.27079709590144, 37.09492379700349 55.27077125110526))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|7|8|14|0|0|0|0.1301939058171745
691|45008|POLYGON ((37.10279098312773 55.27079709590144, 37.10274615236197 55.27528879795751, 37.11061423889921 55.27531414119544, 37.1106581817934 55.27082243492124, 37.10279098312773 55.27079709590144))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|56|23|52|0|0|0|0.10249307479224372
692|45009|POLYGON ((37.1106581817934 55.27082243492124, 37.11061423889921 55.27531414119544, 37.11848233774514 55.27533897747443, 37.11852539372323 55.27084726706952, 37.1106581817934 55.27082243492124))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|23|19|34|1|0|0|0.6759002770083102
693|45010|POLYGON ((37.11852539372323 55.27084726706952, 37.11848233774514 55.27533897747443, 37.12635044866133 55.2753633056963, 37.12639261675339 55.27087159179022, 37.11852539372323 55.27084726706952))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|20|17|29|0|0|0|0.10249307479224372
694|45011|POLYGON ((37.12639261675339 55.27087159179022, 37.12635044866133 55.2753633056963, 37.13421857137833 55.27538712805234, 37.13425985158508 55.2708954101812, 37.12639261675339 55.27087159179022))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|8|11|1|0|0|0.5484764542936289
695|45544|POLYGON ((36.99259437150486 55.27488076626042, 36.99253709505927 55.27937239594258, 37.00040587120976 55.27940484180782, 37.00046225961117 55.27491320672519, 36.99259437150486 55.27488076626042))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|10|2|11|1|0|0|0.29639889196675884
696|45545|POLYGON ((37.00046225961117 55.27491320672519, 37.00040587120976 55.27940484180782, 37.00827466316979 55.27943677956077, 37.00833016352774 55.27494513861383, 37.00046225961117 55.27491320672519))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|2|8|0|0|0|0.10803324099722988
697|45546|POLYGON ((37.00833016352774 55.27494513861383, 37.00827466316979 55.27943677956077, 37.01614347066332 55.27946821139216, 37.01619808296496 55.27497656521354, 37.00833016352774 55.27494513861383))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|16|0|14|0|0|0|0.09418282548476449
698|45547|POLYGON ((37.01619808296496 55.27497656521354, 37.01614347066332 55.27946821139216, 37.02401229345531 55.27949913620338, 37.02406601769484 55.27500748487743, 37.01619808296496 55.27497656521354))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|0|11|0|0|0|0.09418282548476449
699|45548|POLYGON ((37.02406601769484 55.27500748487743, 37.02401229345531 55.27949913620338, 37.03188113225748 55.27952955399599, 37.03193396842903 55.27503789760712, 37.02406601769484 55.27500748487743))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|3|5|0|0|0|0.11357340720221604
700|45549|POLYGON ((37.03193396842903 55.27503789760712, 37.03188113225748 55.27952955399599, 37.03974998490025 55.2795594647605, 37.03980193299825 55.27506780339308, 37.03193396842903 55.27503789760712))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|2|0|0|0|0|0|0.0
701|45550|POLYGON ((37.03980193299825 55.27506780339308, 37.03974998490025 55.2795594647605, 37.04761885210775 55.2795888674021, 37.04766991212666 55.27509720114053, 37.03980193299825 55.27506780339308))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|2|6|0|0|0|0.10526315789473681
702|45551|POLYGON ((37.04766991212666 55.27509720114053, 37.04761885210775 55.2795888674021, 37.05548773360606 55.27961776411171, 37.05553790554041 55.27512609304038, 37.04766991212666 55.27509720114053))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|6|14|0|0|0|0.10249307479224372
703|45552|POLYGON ((37.05553790554041 55.27512609304038, 37.05548773360606 55.27961776411171, 37.06335662915912 55.27964615379094, 37.06340591300354 55.27515447799421, 37.05553790554041 55.27512609304038))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|4|9|0|0|0|0.10526315789473681
704|45553|POLYGON ((37.06340591300354 55.27515447799421, 37.06335662915912 55.27964615379094, 37.07122553851817 55.27967403643775, 37.07127393427328 55.27518235545178, 37.06340591300354 55.27515447799421))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|4|2|4|0|0|0|0.13850415512465372
705|45554|POLYGON ((37.07127393427328 55.27518235545178, 37.07122553851817 55.27967403643775, 37.07909446144024 55.27970141150207, 37.07914196908906 55.27520972650773, 37.07127393427328 55.27518235545178))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|4|4|0|0|0|0.2437673130193907
706|45555|POLYGON ((37.07914196908906 55.27520972650773, 37.07909446144024 55.27970141150207, 37.08696339766488 55.27972828007843, 37.08701001720822 55.27523659061187, 37.07914196908906 55.27520972650773))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|4|6|9|0|0|0|0.08864265927977834
707|45556|POLYGON ((37.08701001720822 55.27523659061187, 37.08696339766488 55.27972828007843, 37.09483234694921 55.2797546416168, 37.09487807838208 55.2752629477624, 37.08701001720822 55.27523659061187))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|20|35|51|0|0|0|0.10249307479224372
708|45557|POLYGON ((37.09487807838208 55.2752629477624, 37.09483234694921 55.2797546416168, 37.10270130904446 55.27978049611535, 37.10274615236197 55.27528879795751, 37.09487807838208 55.2752629477624))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|28|37|56|0|0|0|0.10249307479224372
709|45558|POLYGON ((37.10274615236197 55.27528879795751, 37.10270130904446 55.27978049611535, 37.11057028370186 55.27980584357233, 37.11061423889921 55.27531414119544, 37.10274615236197 55.27528879795751))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|27|59|68|2|0|0|0.6842105263157895
710|46099|POLYGON ((37.01614347066332 55.27946821139216, 37.0160888430633 55.28395985420926, 37.02395855416619 55.28399078416895, 37.02401229345531 55.27949913620338, 37.01614347066332 55.27946821139216))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|2|6|0|0|0|0.10526315789473681
711|46100|POLYGON ((37.02401229345531 55.27949913620338, 37.02395855416619 55.28399078416895, 37.03182828128509 55.28402120702563, 37.03188113225748 55.27952955399599, 37.02401229345531 55.27949913620338))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|0|7|2|0|0|0.5540166204986151
712|46101|POLYGON ((37.03188113225748 55.27952955399599, 37.03182828128509 55.28402120702563, 37.03969802225015 55.28405112276979, 37.03974998490025 55.2795594647605, 37.03188113225748 55.27952955399599))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|7|0|7|0|0|0|0.09972299168975064
713|46102|POLYGON ((37.03974998490025 55.2795594647605, 37.03969802225015 55.28405112276979, 37.04756777777302 55.28408053140312, 37.04761885210775 55.2795888674021, 37.03974998490025 55.2795594647605))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|3|10|0|0|0|0.11634349030470911
714|46103|POLYGON ((37.04761885210775 55.2795888674021, 37.04756777777302 55.28408053140312, 37.05543754760486 55.28410943292362, 37.05548773360606 55.27961776411171, 37.04761885210775 55.2795888674021))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|2|6|0|0|0|0.12742382271468142
715|46104|POLYGON ((37.05548773360606 55.27961776411171, 37.05543754760486 55.28410943292362, 37.06330733149683 55.28413782732925, 37.06335662915912 55.27964615379094, 37.05548773360606 55.27961776411171))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|10|7|13|0|0|0|0.1301939058171745
716|46105|POLYGON ((37.06335662915912 55.27964615379094, 37.06330733149683 55.28413782732925, 37.07117712920007 55.28416571461812, 37.07122553851817 55.27967403643775, 37.06335662915912 55.27964615379094))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|26|5|18|0|0|0|0.10249307479224372
717|46106|POLYGON ((37.07122553851817 55.27967403643775, 37.07117712920007 55.28416571461812, 37.07904694048312 55.2841930931436, 37.07909446144024 55.27970141150207, 37.07122553851817 55.27967403643775))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|25|8|23|0|0|0|0.10249307479224372
718|46107|POLYGON ((37.07909446144024 55.27970141150207, 37.07904694048312 55.2841930931436, 37.08691676506198 55.28421996619322, 37.08696339766488 55.27972828007843, 37.07909446144024 55.27970141150207))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|19|4|14|0|0|0|0.10249307479224372
719|46108|POLYGON ((37.08696339766488 55.27972828007843, 37.08691676506198 55.28421996619322, 37.09478660270553 55.2842463321204, 37.09483234694921 55.2797546416168, 37.08696339766488 55.27972828007843))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|12|12|22|0|0|0|0.10249307479224372
720|46659|POLYGON ((37.02395855416619 55.28399078416895, 37.0239047998217 55.28848242877432, 37.03177541551264 55.28851285614798, 37.03182828128509 55.28402120702563, 37.02395855416619 55.28399078416895))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|26|11|34|0|0|0|0.10249307479224372
721|46660|POLYGON ((37.03182828128509 55.28402120702563, 37.03177541551264 55.28851285614798, 37.03964604504871 55.28854277687295, 37.03969802225015 55.28405112276979, 37.03182828128509 55.28402120702563))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|3|5|1|0|0|0.7119113573407202
722|46661|POLYGON ((37.03969802225015 55.28405112276979, 37.03964604504871 55.28854277687295, 37.04751668914818 55.28857219040263, 37.04756777777302 55.28408053140312, 37.03969802225015 55.28405112276979))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|4|0|3|0|0|0|0.07756232686980602
723|46662|POLYGON ((37.04756777777302 55.28408053140312, 37.04751668914818 55.28857219040263, 37.05538734756207 55.28860109673506, 37.05543754760486 55.28410943292362, 37.04756777777302 55.28408053140312))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|2|9|0|0|0|0.10249307479224372
724|46663|POLYGON ((37.05543754760486 55.28410943292362, 37.05538734756207 55.28860109673506, 37.06325802004146 55.28862949586821, 37.06330733149683 55.28413782732925, 37.05543754760486 55.28410943292362))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|4|0|3|0|0|0|0.07756232686980602
725|46664|POLYGON ((37.06330733149683 55.28413782732925, 37.06325802004146 55.28862949586821, 37.07112870633742 55.28865738780016, 37.07117712920007 55.28416571461812, 37.06330733149683 55.28413782732925))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|4|12|0|0|0|0.10249307479224372
726|47223|POLYGON ((37.00029304699973 55.28838810297797, 37.0002366111859 55.29287972851761, 37.0081080687762 55.29291168332244, 37.00816361580674 55.28842005136666, 37.00029304699973 55.28838810297797))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|37|0|24|2|0|0|1.0
727|47224|POLYGON ((37.00816361580674 55.28842005136666, 37.0081080687762 55.29291168332244, 37.01597954193157 55.29294313085601, 37.01603420015913 55.28845149366499, 37.00816361580674 55.28842005136666))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|7|2|6|1|0|0|0.7119113573407202
728|47225|POLYGON ((37.01603420015913 55.28845149366499, 37.01597954193157 55.29294313085601, 37.02385103040301 55.29297407111613, 37.0239047998217 55.28848242877432, 37.01603420015913 55.28845149366499))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|12|2|12|0|0|0|0.10249307479224372
729|47226|POLYGON ((37.0239047998217 55.28848242877432, 37.02385103040301 55.29297407111613, 37.03172253492158 55.29300450245972, 37.03177541551264 55.28851285614798, 37.0239047998217 55.28848242877432))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|0|4|1|0|0|0.5540166204986151
730|47227|POLYGON ((37.03177541551264 55.28851285614798, 37.03172253492158 55.29300450245972, 37.0395940532777 55.29303442816656, 37.03964604504871 55.28854277687295, 37.03177541551264 55.28851285614798))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|26|4|21|0|0|0|0.10249307479224372
731|47228|POLYGON ((37.03964604504871 55.28854277687295, 37.0395940532777 55.29303442816656, 37.04746558620279 55.29306384659374, 37.04751668914818 55.28857219040263, 37.03964604504871 55.28854277687295))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|8|2|6|0|0|0|0.12742382271468142
732|47229|POLYGON ((37.04751668914818 55.28857219040263, 37.04746558620279 55.29306384659374, 37.0553371315263 55.29309275773217, 37.05538734756207 55.28860109673506, 37.04751668914818 55.28857219040263))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|0|2|0|0|0|0.18836565096952915
733|47806|POLYGON ((36.98449374369666 55.29281429710292, 36.98443551207374 55.29730590837601, 36.99230782682747 55.29733888265847, 36.99236516940972 55.2928472664437, 36.98449374369666 55.29281429710292))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|17|2|13|3|0|0|0.7977839335180056
734|47807|POLYGON ((36.99236516940972 55.2928472664437, 36.99230782682747 55.29733888265847, 37.00018015764334 55.29737135013783, 37.0002366111859 55.29287972851761, 36.99236516940972 55.2928472664437))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|8|0|5|0|0|0|0.10526315789473681
735|47808|POLYGON ((37.0002366111859 55.29287972851761, 37.00018015764334 55.29737135013783, 37.00805250620105 55.2974033102714, 37.0081080687762 55.29291168332244, 37.0002366111859 55.29287972851761))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|7|5|9|0|0|0|0.10249307479224372
736|47809|POLYGON ((37.0081080687762 55.29291168332244, 37.00805250620105 55.2974033102714, 37.01592486840813 55.29743476304139, 37.01597954193157 55.29294313085601, 37.0081080687762 55.29291168332244))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|2|7|0|0|0|0.11634349030470911
737|47810|POLYGON ((37.01597954193157 55.29294313085601, 37.01592486840813 55.29743476304139, 37.02379724593712 55.29746570845343, 37.02385103040301 55.29297407111613, 37.01597954193157 55.29294313085601))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|5|3|7|0|0|0|0.10526315789473681
738|47811|POLYGON ((37.02385103040301 55.29297407111613, 37.02379724593712 55.29746570845343, 37.03166963951267 55.29749614541275, 37.03172253492158 55.29300450245972, 37.02385103040301 55.29297407111613))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|19|7|24|0|0|0|0.10249307479224372
739|47812|POLYGON ((37.03172253492158 55.29300450245972, 37.03166963951267 55.29749614541275, 37.0395420469379 55.29752607610263, 37.0395940532777 55.29303442816656, 37.03172253492158 55.29300450245972))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|14|12|15|0|0|0|0.10249307479224372
740|47813|POLYGON ((37.0395940532777 55.29303442816656, 37.0395420469379 55.29752607610263, 37.04741446893765 55.29755549942836, 37.04746558620279 55.29306384659374, 37.0395940532777 55.29303442816656))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|13|5|16|0|0|0|0.10249307479224372
741|48398|POLYGON ((36.98443551207374 55.29730590837601, 36.98437726603986 55.30179751738801, 36.99225047009057 55.30183049606503, 36.99230782682747 55.29733888265847, 36.98443551207374 55.29730590837601))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|15|3|14|0|0|0|0.10249307479224372
742|48399|POLYGON ((36.99230782682747 55.29733888265847, 36.99225047009057 55.30183049606503, 37.00012369019537 55.30186296895094, 37.00018015764334 55.29737135013783, 36.99230782682747 55.29733888265847))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|12|4|9|0|0|0|0.10249307479224372
743|48400|POLYGON ((37.00018015764334 55.29737135013783, 37.00012369019537 55.30186296895094, 37.00799692612637 55.30189493439885, 37.00805250620105 55.2974033102714, 37.00018015764334 55.29737135013783))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|3|12|0|0|0|0.10249307479224372
744|48401|POLYGON ((37.00805250620105 55.2974033102714, 37.00799692612637 55.30189493439885, 37.01587017763436 55.30192639240654, 37.01592486840813 55.29743476304139, 37.00805250620105 55.2974033102714))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|17|13|21|0|0|0|0.10249307479224372
745|48402|POLYGON ((37.01592486840813 55.29743476304139, 37.01587017763436 55.30192639240654, 37.02374344447013 55.30195734297184, 37.02379724593712 55.29746570845343, 37.01592486840813 55.29743476304139))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|11|2|8|1|0|0|0.7839335180055402
746|48403|POLYGON ((37.02379724593712 55.29746570845343, 37.02374344447013 55.30195734297184, 37.03161672638447 55.30198778609267, 37.03166963951267 55.29749614541275, 37.02379724593712 55.29746570845343))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|6|3|6|0|0|0|0.12742382271468142
747|48404|POLYGON ((37.03166963951267 55.29749614541275, 37.03161672638447 55.30198778609267, 37.03949002602371 55.30201772068133, 37.0395420469379 55.29752607610263, 37.03166963951267 55.29749614541275))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|19|0|18|0|0|0|0.09418282548476449
748|48999|POLYGON ((36.98437726603986 55.30179751738801, 36.98431900370286 55.30628912138989, 36.99219309727845 55.30632210610739, 36.99225047009057 55.30183049606503, 36.98437726603986 55.30179751738801))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|12|0|12|0|0|0|0.09418282548476449
749|49000|POLYGON ((36.99225047009057 55.30183049606503, 36.99219309727845 55.30632210610739, 37.00006720692136 55.30635458440108, 37.00012369019537 55.30186296895094, 36.99225047009057 55.30183049606503))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|9|4|9|0|0|0|0.11080332409972296
750|49001|POLYGON ((37.00012369019537 55.30186296895094, 37.00006720692136 55.30635458440108, 37.00794133239654 55.30638655517224, 37.00799692612637 55.30189493439885, 37.00012369019537 55.30186296895094))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|17|9|22|2|0|0|0.6260387811634348
751|49607|POLYGON ((36.98431900370286 55.30628912138989, 36.98426072502807 55.31078072257468, 36.9921357083709 55.31081371388217, 36.99219309727845 55.30632210610739, 36.98431900370286 55.30628912138989))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|17|6|18|0|0|0|0.10249307479224372
752|49608|POLYGON ((36.99219309727845 55.30632210610739, 36.9921357083709 55.31081371388217, 37.00001070781526 55.31084619648839, 37.00006720692136 55.30635458440108, 36.99219309727845 55.30632210610739))|216|Роговское|Троицкий административный округ|Новая Москва|572.0|178218314.8871|13|4|14|0|0|0|0.10249307479224372
