Category,FullName,ShortName,OrgInfo,ObjectAddress,ChiefName,ChiefPosition,ChiefGender,ChiefPhone,PublicPhone,Fax,Email,CloseFlag,CloseReason,CloseDate,ReopenDate,BedSpace,PaidServiceInfo,WorkingHours,ClarificationWorkingHours,Specialization,BeneficialDrugPrescription,DrugStore,AmbulanceStation,global_id,AmbulanceStationPhone,DoctorsSpecialtiesListForSelfRecording,DoctorsSpecialtiesList,Extrainfo,AgeRestriction,DrugStoreType,geodata_center,geoarea
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 69 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 69 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Шадиев Ваха Мухарбекович,заведующий филиалом,мужской,"ChiefPhone:(495) 302-15-68

","PublicPhone:(495) 304-30-68

","Fax:(495) 302-15-68

","Email:gp69@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656107191,"AmbulancePhone:(495) 276-46-66

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.823468798302,55.754136017762],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 4 Департамента здравоохранения города Москвы». Поликлиническое отделение,ГБУЗ ГКБ № 4 ДЗМ. Поликлиническое отделение,More then 1 level,More then 1 level,Мелик-Оганджанян Гаянэ Юрьевна,исполняющий обязанности главного врача,женский,"ChiefPhone:(499) 235-04-43

","PublicPhone:(495) 952-89-33

","Fax:(495) 955-65-56

","Email:gkb4@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:выходной

DayWeek:воскресенье
WorkHours:выходной

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656107193,"AmbulancePhone:(495) 952-68-44

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.628665101867,55.713211947102],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 45 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 45 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Джафарова Виолетта Валерьевна,заведующий филиалом,женский,"ChiefPhone:(499) 458-76-00

","PublicPhone:(499) 638-33-43

","Fax:(499) 458-76-00

","Email:gp45@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656107202,"AmbulancePhone:(499) 977-34-91

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.488565995389,55.845166677647],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 109 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 109 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Хусаинова Алия Завиевна,заведующий филиалом,женский,"ChiefPhone:(495) 353-12-16

","PublicPhone:(495) 354-34-77

","Fax:(495) 353-12-16

","Email:gp109@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,да,656107203,"AmbulancePhone:(495) 698-91-20

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.724640190868,55.677919937422],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 5 ДЗМ,More then 1 level,More then 1 level,Петросян Карина Михайловна,главный врач,женский,"ChiefPhone:(495) 608-16-80

","PublicPhone:(495) 607-69-98

","Fax:(495) 608-16-81

","Email:gp5@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656107216,"AmbulancePhone:(499) 261-84-50

AmbulancePhone:(499) 261-30-01

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.634128272365,55.770826005651],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 8 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 8 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Сметанина Ирина Александровна,заведующий филиалом,женский,"ChiefPhone:(495) 433-10-65

","PublicPhone:(499) 638-32-86

","Fax:(495) 433-10-65

","Email:gp8@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,да,656107219,"AmbulancePhone:(499) 144-62-79

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.491070522284,55.662333971568],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 62 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 62 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Шарина Наталья Евгеньевна,заведующий филиалом,женский,"ChiefPhone:(499) 195-30-71

","PublicPhone:(499) 195-43-68

","Fax:(499) 195-30-71

","Email:gp62@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:07:30-20:00

DayWeek:вторник
WorkHours:07:30-20:00

DayWeek:среда
WorkHours:07:30-20:00

DayWeek:четверг
WorkHours:07:30-20:00

DayWeek:пятница
WorkHours:07:30-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656107232,"AmbulancePhone:(499) 977-34-91

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.5198600889,55.783841978181],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 46 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 46 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Воронцов Юрий Михайлович,заведующий филиалом,мужской,"ChiefPhone:(495) 676-41-86

","PublicPhone:(495) 676-38-46

","Fax:(495) 676-41-86

","Email:gp46@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,да,656107259,"AmbulancePhone:(495) 915-05-09

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 191 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 191 филиал № 4 ДЗМ,More then 1 level,More then 1 level,Сидоров Антон Геннадьевич,исполняющий обязанности заведующего филиалом,мужской,"ChiefPhone:(495) 462-02-02

","PublicPhone:(495) 460-00-01

","Fax:(495) 462-02-02

","Email:gp191@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-21:00

DayWeek:вторник
WorkHours:08:00-21:00

DayWeek:среда
WorkHours:08:00-21:00

DayWeek:четверг
WorkHours:08:00-21:00

DayWeek:пятница
WorkHours:08:00-21:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656107264,"AmbulancePhone:(495) 460-02-00

AmbulancePhone:(495) 460-90-43

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.779775051375,55.812500868977],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Щербинская больница Департамента здравоохранения города Москвы». Поликлиническое отделение,ГБУЗ ЩГБ ДЗМ. Поликлиническое отделение,More then 1 level,More then 1 level,Лисицина Елена Вадимовна,главный врач,женский,"ChiefPhone:(495) 867-02-49

","PublicPhone:(495) 867-01-00

","Fax:(495) 867-02-49

","Email:shgb@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",Воскресение - обслуживание вызовов,,,нет,да,656107268,"AmbulancePhone:(495) 592-47-37

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.562798480203,55.505162662476],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 5 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 5 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Косарева Елена Владимировна,заведующий филиалом,женский,"ChiefPhone:(499) 207-95-44

","PublicPhone:(499) 372-30-03

","Fax:(499) 207-95-44

","Email:dc5@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656107272,"AmbulancePhone:(495) 411-84-84

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 3 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 3 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Шабанова Оксана Николаевна,заведующий филиалом,женский,"ChiefPhone:(499) 171-19-61

","PublicPhone:(499) 638-30-70

","Fax:(499) 171-19-61

","Email:dc3@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656107273,"AmbulancePhone:(495) 698-91-20

AmbulancePhone:(495) 698-91-21

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.776641006602,55.72509686033],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 3 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 3 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Хохлов Денис Александрович,заведующий филиалом,мужской,"ChiefPhone:(499) 241-50-83

","PublicPhone:(499) 241-32-07

","Fax:(499) 241-50-83

","Email:gp3@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656107279,"AmbulancePhone:(495) 915-05-09

AmbulancePhone:(495) 915-65-70

AmbulancePhone:(495) 915-72-12

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.59082089578,55.750220228244],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Больница Кузнечики» Департамента здравоохранения города Москвы. Рязановская поликлиника (врачебный участок),ГБУЗ Больница «Кузнечики» ДЗМ. Рязановская поликлиника (врачебный участок),More then 1 level,More then 1 level,Карагодина Юлия Яковлевна,исполняющий обязанности главного врача,женский,"ChiefPhone:(495) 212-14-80

","PublicPhone:(495) 120-65-48

","Fax:(495) 212-14-80

","Email:bk@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-17:00

DayWeek:вторник
WorkHours:08:00-17:00

DayWeek:среда
WorkHours:08:00-17:00

DayWeek:четверг
WorkHours:08:00-17:00

DayWeek:пятница
WorkHours:08:00-17:00

DayWeek:суббота
WorkHours:выходной

DayWeek:воскресенье
WorkHours:выходной

",Третья суббота месяца: с 9-00 до 15-00,,,нет,нет,656107304,"AmbulancePhone:(495) 841-85-03

","[Врач-хирург, Врач-офтальмолог, Врач-терапевт, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская больница г. Московский филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ ГБ г. Московский филиал № 6 ДЗМ,More then 1 level,More then 1 level,Ульяшина Татьяна Григорьевна,исполняющий обязанности главного врача,женский,"ChiefPhone:(499) 558-31-15

","PublicPhone:(495) 847-84-06

","Fax:(499) 558-31-15

","Email:gbm@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:выходной

",,,,да,нет,656107335,"AmbulancePhone:(495) 841-85-03

AmbulancePhone:(495) 841-85-11

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.166931306327,55.603329627961],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 115 филиал № 3 Департамента здравоохранения города Москвы».Филиал,ГБУЗ ГП № 115 Филиал № 3 ДЗМ .Филиал,More then 1 level,More then 1 level,Леонова Вера Константиновна,заведующий филиалом,женский,"ChiefPhone:(495) 491-14-59

","PublicPhone:(499) 491-68-01

","Fax:(495) 491-14-59

","Email:gp115@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,нет,нет,656107361,"AmbulancePhone:(495) 949-76-08

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.461834715731,55.814219752847],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Научно-практический психоневрологический центр им. З.П. Соловьева филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ НПЦ им. З.П. Соловьева филиал № 3 ДЗМ,More then 1 level,More then 1 level,Гехт Алла Борисовна,директор,женский,"ChiefPhone:(495) 680-16-07

","PublicPhone:(495) 623-38-87

","Fax:(495) 680-16-07

","Email:gpp223@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:выходной

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,нет,да,656107368,"AmbulancePhone:(495) 624-24-39

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,,
