Category,FullName,ShortName,OrgInfo,ObjectAddress,ChiefName,ChiefPosition,ChiefGender,ChiefPhone,PublicPhone,Fax,Email,CloseFlag,CloseReason,CloseDate,ReopenDate,BedSpace,PaidServiceInfo,WorkingHours,ClarificationWorkingHours,Specialization,global_id,BeneficialDrugPrescription,DrugStore,AmbulanceStation,AmbulanceStationPhone,DoctorsSpecialtiesListForSelfRecording,Extrainfo,AgeRestriction,DrugStoreType,geodata_center,geoarea
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 86 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 86 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Твердохлебова Елена Валерьевна,заведующий филиалом,женский,"ChiefPhone:(495) 485-50-65

","PublicPhone:(495) 485-31-92

","Fax:(495) 485-50-65

","Email:dgp86@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,656106939,,нет,нет,"AmbulancePhone:(495) 485-21-83

AmbulancePhone:(495) 485-21-92

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. «Петровско-Разумовская», авт. 677, 167, 179, остановка &quot;микрорайон Дубки&quot",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 98 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 98 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Кучерова Виктория Николаевна,заведующий филиалом,женский,"ChiefPhone:(495) 385-28-49

","PublicPhone:(495) 383-16-29

PublicPhone:(495) 383-07-20

","Fax:(495) 385-06-98

","Email:dgp98@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье и праздничные дни (обслуживание вызовов на дому врачами-педиатрами) с 9.00 до 15.00,Амбулаторно-поликлиническая помощь,656106940,,нет,да,"AmbulancePhone:(495) 716-70-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м.Пражская, авт. 296, ост. &quot;Детская поликлиника&quot;; м. Царицыно, авт. 289, ост. &quot;Бирюлево пасс.&quot;.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 42 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 42 ДЗМ,More then 1 level,More then 1 level,Панферова Ольга Олеговна,главный врач,женский,"ChiefPhone:(495) 421-77-19

","PublicPhone:(499) 638-30-42

","Fax:(495) 421-77-19

","Email:dgp42@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,Амбулаторно-поликлиническая помощь,656106992,,нет,нет,"AmbulancePhone:(495) 637-80-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: станция метро &quot;Ясенево&quot;.,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 58 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 58 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Шилова Галина Львовна,заведующий филиалом,женский,"ChiefPhone:(499) 193-54-82

","PublicPhone:(499) 193-81-14

","Fax:(499) 193-54-82

","Email:dgp58@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,Амбулаторно-поликлиническая помощь,656107015,,нет,нет,"AmbulancePhone:(495) 491-77-66

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд:  м. Щукинская, трам. 28, 30, 23, до ост. «Детская поликлиника»",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 91 Департамента здравоохранения город Москвы»,ГБУЗ ДГП № 91 ДЗМ,More then 1 level,More then 1 level,Рогова Елена Сергеевна,главный врач,женский,"ChiefPhone:(499) 612-03-20

","PublicPhone:(499) 612-01-94

","Fax:(499) 612-03-20

","Email:dgp91@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,656107019,,нет,нет,"AmbulancePhone:(495) 342-55-27

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. Каширская, далее автобус 220, 820, до остановки &quot;Детская поликлиника&quot;. Травматологический пункт работает ежедневно 9:00 - 22:00",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 10 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 10 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Ломоносова Ольга Михайловна,заведующий филиалом,женский,"ChiefPhone:(495) 936-40-11

","PublicPhone:(495) 637-85-04

","Fax:(495) 936-40-11

","Email:dgp10@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье с 9.00 до 15.00 (вызов на дом),Амбулаторно-поликлиническая помощь,656107020,,нет,да,"AmbulancePhone:(495) 610-89-22

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: м. Новые Черемушки.,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 11 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 11 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Бережная Юлия Ивановна,заведующий филиалом,женский,"ChiefPhone:(495) 474-28-22

","PublicPhone:(499) 638-31-33

","Fax:(495) 474-28-22

","Email:dgp11@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,656107035,,нет,нет,"AmbulancePhone:(495) 777-49-09

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: м. Медведково,детское,,"{""coordinates"":[37.692492872887,55.880613205035],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 39 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 39 ДЗМ,More then 1 level,More then 1 level,Павлова Светлана Викторовна,главный врач,женский,"ChiefPhone:(499) 762-63-09

","PublicPhone:(499) 762-64-06

","Fax:(499) 762-63-09

","Email:dgp39@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье и праздничные дни (с 9.00 до 15.00 обслуживание вызовов на дому врачами-педиатрами),Амбулаторно-поликлиническая помощь,656107066,,нет,нет,"AmbulancePhone:(495) 614-37-67

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: метро &quot;Полежаевская&quot;, далее на любом транспорте в сторону м. Сокол – 2 остановки и далее пешком через парк «Березовая рощя»",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 99 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 99 ДЗМ,More then 1 level,More then 1 level,Рубцова Анастасия Анатольевна,главный врач,женский,"ChiefPhone:(495) 682-54-80

","PublicPhone:(495) 682-84-17

","Fax:(495) 682-54-80

","Email:dgp99@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",,Амбулаторно-поликлиническая помощь,656107067,,нет,да,"AmbulancePhone:(495) 777-49-09

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. ВДНХ, тр. 11 до ост. &quot;Универмаг&quot;.",детское,,"{""coordinates"":[37.659587512846,55.826060059246],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 130 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 130 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Орловская Ольга Юрьевна,заведующий филиалом,женский,"ChiefPhone:(495) 144-07-87

","PublicPhone:(499) 144-59-26

","Fax:(499) 144-07-87

","Email:dgp130@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,Амбулаторно-поликлиническая помощь,656107068,,нет,да,"AmbulancePhone:(499) 144-75-16

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 10 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 10 филиал № 4 ДЗМ,More then 1 level,More then 1 level,Петрухина Виктория Валерьевна,исполняющий обязанности заведующего филиалом,женский,"ChiefPhone:(499) 128-68-22

","PublicPhone:(495) 637-85-04

","Fax:(499) 128-68-22

","Email:dgp10@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье с 9.00 до 15.00 (вызов на дом),Амбулаторно-поликлиническая помощь,656107081,,нет,нет,"AmbulancePhone:(495) 637-80-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","метро &quot;Новые Черемушки&quot; авт № 721, метро &quot;Калужская&quot;-авт. № 163 остановка-4 роддом",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 61 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 61 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Костарев Игорь Викторович,заведующий филиалом,мужской,"ChiefPhone:(495) 676-11-02

","PublicPhone:(495) 676-06-19

","Fax:(495) 676-11-02

","Email:dgp61@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье вызовы на дом с 9-00 до 14-00,Амбулаторно-поликлиническая помощь,656107102,,нет,нет,"AmbulancePhone:(499) 940-40-57

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. &quot;Пролетарская&quot;, последний вагон из центра, далее 5 минут пешком.",детское,,"{""coordinates"":[37.664759429811,55.729622049072],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 132 филиал № 144 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 132 филиал № 144 ДЗМ,More then 1 level,More then 1 level,Джума Светлана Геннадиевна,заведующий филиалом,женский,"ChiefPhone:(495) 732-60-10

","PublicPhone:(495) 733-80-83

","Fax:(495) 733-32-00

","Email:dgp132@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",воскресенье и праздничные дни с 09.00 до 14.00 – помощь на дому,Амбулаторно-поликлиническая помощь,656107103,,нет,нет,"AmbulancePhone:(499) 449-36-34

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 69 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Хегай Марина Юрьевна,заведующий филиалом,женский,"ChiefPhone:(495) 332-24-77

","PublicPhone:(495) 909-32-41

","Fax:(495) 332-24-77

","Email:dgp69@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,656107104,,нет,нет,"AmbulancePhone:(495) 637-80-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,"{""coordinates"":[37.568887807427,55.655658440637],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 219 Департамента здравоохранения города Москвы». Детское отделение,ГБУЗ ГП № 219 ДЗМ. Детское отделение,More then 1 level,More then 1 level,Трасковецкая Ирина Геннадьевна,главный врач,женский,"ChiefPhone:(495) 948-25-00

","PublicPhone:(495) 494-44-49

","Fax:(495) 948-25-00

","Email:gp219@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",,Амбулаторно-поликлиническая помощь,656107105,,нет,нет,"AmbulancePhone:(495) 491-77-66

AmbulancePhone:(495) 491-15-70

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 филиал № 4 Департамента здравоохранения города Москвы».Специализированное учреждение,ГБУЗ ДГП № 69 филиал № 4 ДЗМ. Специализированное учреждение,More then 1 level,More then 1 level,Нуждина Ольга Владимировна,заведующий филиалом,женский,"ChiefPhone:(499) 126-14-60

","PublicPhone:(495) 909-32-41

","Fax:(499) 126-21-02

","Email:dgp69@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",,"Восстановительное лечение: для детей с бронхо-лёгочной, неврологической. ортопедической, аллергологической патологией.",656107169,,нет,нет,"AmbulancePhone:(495) 637-80-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","метро «Академическая», последний вагон из центра, выход к кинотеатру «Улан-Батор»",,,"{""coordinates"":[37.58206359145,55.688782232557],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 48 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 48 ДЗМ,More then 1 level,More then 1 level,Кечина Ольга Владимировна,главный врач,женский,"ChiefPhone:(499) 179-58-82

","PublicPhone:(499) 179-72-44

","Fax:(499) 179-58-82

","Email:dgp48@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",воскресные и праздничные дни 9.00 – 14.00 (обслуживание вызовов на дому дежурными врачами-педиатрами),Амбулаторно-поликлиническая помощь,656107178,,нет,да,"AmbulancePhone:(499) 178-18-64

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: ст. м. «Текстильщики», далее автобусами № 228, В (черный), до ост. «ул. Артюхиной», м. «Волжская», далее пешком.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Городская больница г. Московский филиал № 6 Департамента здравоохранения города Москвы». Педиатрическое отделение,ГБУЗ ГБ г. Московский филиал № 6 ДЗМ. Педиатрическое отделение,More then 1 level,More then 1 level,Ульяшина Татьяна Григорьевна,исполняющий обязанности главного врача,женский,"ChiefPhone:(499) 558-31-15

","PublicPhone:(495) 847-84-12

","Fax:(499) 558-31-15

","Email:gbm@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:выходной

DayWeek:воскресенье
WorkHours:выходной

",1-ая суббота месяца с 9:00 до 15:00,,656107194,,нет,нет,"AmbulancePhone:(495) 841-85-11

AmbulancePhone:(495) 841-85-03

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,"{""coordinates"":[37.170879817074,55.604967583567],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 69 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Хавкина Марина Сергеевна,заведующий филиалом,женский,"ChiefPhone:(495) 318-72-55

","PublicPhone:(495) 909-32-41

","Fax:(495) 318-72-55

","Email:dgp69@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,656107199,,нет,да,"AmbulancePhone:(499) 126-86-73

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. Каховская, далее 5 мин. пешком",детское,,"{""coordinates"":[37.596873503624,55.65539557439],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 131 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 131 ДЗМ,More then 1 level,More then 1 level,Зайцева Элина Геннадьевна,главный врач,женский,"ChiefPhone:(495) 931-83-11

","PublicPhone:(499) 450-65-75

","Fax:(495) 931-83-11

","Email:dgp131@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Вс. и праздничные дни - обслуживание вызов на дому врачами-педиатрами с 9.00 до 15.00,Амбулаторно-поликлиническая помощь,656107204,,нет,нет,"AmbulancePhone:(499) 449-36-34

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. «Пр-т Вернадского», далее авт. №715 до ост. «Медицинский центр»",детское,,"{""coordinates"":[37.491978218349,55.689203847427],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 48 филиал № 3 Департамента здравоохранения города Москвы». Подразделение 1,ГБУЗ ДГП № 48 филиал № 3 ДЗМ. Подразделение 1,More then 1 level,More then 1 level,Лосев Андрей Александрович,заведующий филиалом,мужской,"ChiefPhone:(499) 177-67-77

","PublicPhone:(499) 796-42-02

","Fax:(499) 177-67-77

","Email:dgp48@zdrav.mos.ru

",,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",В воскресенье и праздничные дни 9:00 – 15:00 обслуживание вызовов на дому участковыми врачами-педиатрами,,656107209,,нет,нет,"AmbulancePhone:(499) 940-40-57

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница филиал № 1 - Ватутинская поликлиника Департамента здравоохранения города Москвы». Детское поликлиническое отделение,ГБУЗ ТГБ филиал № 1 Ватутинская поликлиника ДЗМ. Детское поликлиническое отделение,More then 1 level,More then 1 level,Назаркин Александр Анатольевич,заведующий филиалом,мужской,"ChiefPhone:(499) 962-47-47

","PublicPhone:(499) 962-47-30

","Fax:(499) 962-47-47

","Email:tgb@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,,656107234,,нет,нет,"AmbulancePhone:(495) 841-85-03

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Городская больница г. Московский Департамента здравоохранения города Москвы». Поликлиника № 2,ГБУЗ ГБ г. Московский ДЗМ. Поликлиника № 2,More then 1 level,More then 1 level,Ульяшина Татьяна Григорьевна,исполняющий обязанности главного врача,женский,"ChiefPhone:(499) 558-31-15

","PublicPhone:(499) 272-75-12

","Fax:(499) 558-31-15

","Email:gbm@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,,656107247,,нет,нет,"AmbulancePhone:(495) 841-85-11

AmbulancePhone:(495) 841-85-03

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,"{""coordinates"":[37.372996463207,55.591707524974],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 52 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 52 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Кантемир Анна Борисовна,исполняющий обязанности заведующего филиалом,женский,"ChiefPhone:(499) 367-02-45

","PublicPhone:(499) 367-49-76

","Fax:(499) 367-02-45

","Email:dgp52@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",воскресение и праздничные дни (обслуживание вызовов на дому) 9.00 – 15.00,Амбулаторно-поликлиническая помощь,656107248,,нет,да,"AmbulancePhone:(499) 367-03-72

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
